product_id,product_name,brand,category,subcategory,seller,price_NPR,currency
P33645,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,SastoDeal,740.9,NPR
P33646,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,Daraz Nepal,805.94,NPR
P33647,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,Amazon,724.01,NPR
P33648,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,HamroBazar,869.08,NPR
P33649,Fairy Dishwash 500ml,Fairy,Household,Dishwash,SastoDeal,770.17,NPR
P33650,Fairy Dishwash 500ml,Fairy,Household,Dishwash,Daraz Nepal,890.11,NPR
P33651,Fairy Dishwash 500ml,Fairy,Household,Dishwash,Amazon,820.43,NPR
P33652,Fairy Dishwash 500ml,Fairy,Household,Dishwash,HamroBazar,1030.46,NPR
P33653,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,SastoDeal,617.74,NPR
P33654,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,Daraz Nepal,429.41,NPR
P33655,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,Amazon,760.32,NPR
P33656,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,HamroBazar,535.65,NPR
P33657,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,SastoDeal,955.56,NPR
P33658,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,Daraz Nepal,1034.26,NPR
P33659,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,Amazon,563.55,NPR
P33660,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,HamroBazar,833.14,NPR
P33661,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,SastoDeal,875.23,NPR
P33662,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,Daraz Nepal,690.34,NPR
P33663,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,Amazon,690.34,NPR
P33664,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,HamroBazar,449.14,NPR
P33665,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,SastoDeal,838.13,NPR
P33666,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,Daraz Nepal,577.71,NPR
P33667,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,Amazon,764.17,NPR
P33668,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,HamroBazar,842.36,NPR
P33669,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,SastoDeal,1147.51,NPR
P33670,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,Daraz Nepal,1023.41,NPR
P33671,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,Amazon,1136.19,NPR
P33672,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,HamroBazar,678.72,NPR
P33673,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,SastoDeal,1028.3,NPR
P33674,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,Daraz Nepal,799.55,NPR
P33675,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,Amazon,914.58,NPR
P33676,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,HamroBazar,817.93,NPR
P33677,Clorox Bleach 1L,Clorox,Household,Bleach,SastoDeal,634.96,NPR
P33678,Clorox Bleach 1L,Clorox,Household,Bleach,Daraz Nepal,733.53,NPR
P33679,Clorox Bleach 1L,Clorox,Household,Bleach,Amazon,375.53,NPR
P33680,Clorox Bleach 1L,Clorox,Household,Bleach,HamroBazar,666.72,NPR
P33681,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,SastoDeal,803.02,NPR
P33682,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,Daraz Nepal,1552.47,NPR
P33683,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,Amazon,676.97,NPR
P33684,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,HamroBazar,1023.99,NPR
P33685,Glade Air Freshener 300ml,Glade,Household,Air Freshener,SastoDeal,663.35,NPR
P33686,Glade Air Freshener 300ml,Glade,Household,Air Freshener,Daraz Nepal,1245.01,NPR
P33687,Glade Air Freshener 300ml,Glade,Household,Air Freshener,Amazon,736.93,NPR
P33688,Glade Air Freshener 300ml,Glade,Household,Air Freshener,HamroBazar,585.14,NPR
P33689,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,SastoDeal,762.56,NPR
P33690,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,Daraz Nepal,1159.34,NPR
P33691,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,Amazon,958.35,NPR
P33692,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,HamroBazar,821.11,NPR
P33693,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,SastoDeal,497.02,NPR
P33694,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,Daraz Nepal,277.56,NPR
P33695,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,Amazon,464.31,NPR
P33696,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,HamroBazar,403.89,NPR
P33697,Scotch Brite Scrub 2 pack,Scotch Brite,Household,Cleaning Tool,SastoDeal,378.86,NPR
P33698,Scotch Brite Scrub 2 pack,Scotch Brite,Household,Cleaning Tool,Daraz Nepal,376.88,NPR
P33699,Scotch Brite Scrub 2 pack,Scotch Brite,Household,Cleaning Tool,Amazon,264.42,NPR
P33700,Scotch Brite Scrub 2 pack,Scotch Brite,Household,Cleaning Tool,HamroBazar,181.41,NPR
P33701,Kleenex Tissue 200 sheets,Kleenex,Household,Tissue,SastoDeal,453.03,NPR
P33702,Kleenex Tissue 200 sheets,Kleenex,Household,Tissue,Daraz Nepal,270.63,NPR
P33703,Kleenex Tissue 200 sheets,Kleenex,Household,Tissue,Amazon,426.74,NPR
P33704,Kleenex Tissue 200 sheets,Kleenex,Household,Tissue,HamroBazar,310.68,NPR
P33705,Puyat Tissue 200 sheets,Puyat,Household,Tissue,SastoDeal,120.16,NPR
P33706,Puyat Tissue 200 sheets,Puyat,Household,Tissue,Daraz Nepal,198.14,NPR
P33707,Puyat Tissue 200 sheets,Puyat,Household,Tissue,Amazon,170.36,NPR
P33708,Puyat Tissue 200 sheets,Puyat,Household,Tissue,HamroBazar,130.9,NPR
P33709,Scott Tissue 200 sheets,Scott,Household,Tissue,SastoDeal,520.15,NPR
P33710,Scott Tissue 200 sheets,Scott,Household,Tissue,Daraz Nepal,285.86,NPR
P33711,Scott Tissue 200 sheets,Scott,Household,Tissue,Amazon,345.17,NPR
P33712,Scott Tissue 200 sheets,Scott,Household,Tissue,HamroBazar,226.54,NPR
P33713,Glad Garbage Bags 20 pack,Glad,Household,Garbage Bags,SastoDeal,653.19,NPR
P33714,Glad Garbage Bags 20 pack,Glad,Household,Garbage Bags,Daraz Nepal,387.75,NPR
P33715,Glad Garbage Bags 20 pack,Glad,Household,Garbage Bags,Amazon,571.76,NPR
P33716,Glad Garbage Bags 20 pack,Glad,Household,Garbage Bags,HamroBazar,480.86,NPR
P33717,Sunlight Garbage Bags 30 pack,Sunlight,Household,Garbage Bags,SastoDeal,364.33,NPR
P33718,Sunlight Garbage Bags 30 pack,Sunlight,Household,Garbage Bags,Daraz Nepal,295.67,NPR
P33719,Sunlight Garbage Bags 30 pack,Sunlight,Household,Garbage Bags,Amazon,346.84,NPR
P33720,Sunlight Garbage Bags 30 pack,Sunlight,Household,Garbage Bags,HamroBazar,379.88,NPR
P33721,Ziplock Bags 20 pack,Ziplock,Household,Storage,SastoDeal,303.75,NPR
P33722,Ziplock Bags 20 pack,Ziplock,Household,Storage,Daraz Nepal,302.74,NPR
P33723,Ziplock Bags 20 pack,Ziplock,Household,Storage,Amazon,350.5,NPR
P33724,Ziplock Bags 20 pack,Ziplock,Household,Storage,HamroBazar,579.28,NPR
P33725,Reynolds Aluminium Foil 30m,Reynolds,Household,Kitchen Wrap,SastoDeal,918.7,NPR
P33726,Reynolds Aluminium Foil 30m,Reynolds,Household,Kitchen Wrap,Daraz Nepal,779.26,NPR
P33727,Reynolds Aluminium Foil 30m,Reynolds,Household,Kitchen Wrap,Amazon,892.68,NPR
P33728,Reynolds Aluminium Foil 30m,Reynolds,Household,Kitchen Wrap,HamroBazar,570.68,NPR
P33729,Glad Cling Wrap 30m,Glad,Household,Kitchen Wrap,SastoDeal,491.38,NPR
P33730,Glad Cling Wrap 30m,Glad,Household,Kitchen Wrap,Daraz Nepal,799.74,NPR
P33731,Glad Cling Wrap 30m,Glad,Household,Kitchen Wrap,Amazon,426.28,NPR
P33732,Glad Cling Wrap 30m,Glad,Household,Kitchen Wrap,HamroBazar,698.88,NPR
P33733,Colin Glass Cleaner 500ml,Colin,Household,Glass Cleaner,SastoDeal,915.24,NPR
P33734,Colin Glass Cleaner 500ml,Colin,Household,Glass Cleaner,Daraz Nepal,864.46,NPR
P33735,Colin Glass Cleaner 500ml,Colin,Household,Glass Cleaner,Amazon,681.87,NPR
P33736,Colin Glass Cleaner 500ml,Colin,Household,Glass Cleaner,HamroBazar,526.59,NPR
P33737,HIT Mosquito Spray 200ml,HIT,Household,Insect Repellent,SastoDeal,376.24,NPR
P33738,HIT Mosquito Spray 200ml,HIT,Household,Insect Repellent,Daraz Nepal,660.1,NPR
P33739,HIT Mosquito Spray 200ml,HIT,Household,Insect Repellent,Amazon,680.26,NPR
P33740,HIT Mosquito Spray 200ml,HIT,Household,Insect Repellent,HamroBazar,491.62,NPR
P33741,Mortein Mosquito Spray 200ml,Mortein,Household,Insect Repellent,SastoDeal,506.36,NPR
P33742,Mortein Mosquito Spray 200ml,Mortein,Household,Insect Repellent,Daraz Nepal,356.37,NPR
P33743,Mortein Mosquito Spray 200ml,Mortein,Household,Insect Repellent,Amazon,462.34,NPR
P33744,Mortein Mosquito Spray 200ml,Mortein,Household,Insect Repellent,HamroBazar,566.41,NPR
P33745,Good Knight Coil 10 pack,Good Knight,Household,Insect Repellent,SastoDeal,204.9,NPR
P33746,Good Knight Coil 10 pack,Good Knight,Household,Insect Repellent,Daraz Nepal,142.48,NPR
P33747,Good Knight Coil 10 pack,Good Knight,Household,Insect Repellent,Amazon,210.71,NPR
P33748,Good Knight Coil 10 pack,Good Knight,Household,Insect Repellent,HamroBazar,242.14,NPR
P33749,Odonil Room Freshener 50g,Odonil,Household,Air Freshener,SastoDeal,365.5,NPR
P33750,Odonil Room Freshener 50g,Odonil,Household,Air Freshener,Daraz Nepal,315.59,NPR
P33751,Odonil Room Freshener 50g,Odonil,Household,Air Freshener,Amazon,258.53,NPR
P33752,Odonil Room Freshener 50g,Odonil,Household,Air Freshener,HamroBazar,182.01,NPR
P33753,Lizol Floor Cleaner 1L,Lizol,Household,Floor Cleaner,SastoDeal,581.25,NPR
P33754,Lizol Floor Cleaner 1L,Lizol,Household,Floor Cleaner,Daraz Nepal,1176.5,NPR
P33755,Lizol Floor Cleaner 1L,Lizol,Household,Floor Cleaner,Amazon,1132.4,NPR
P33756,Lizol Floor Cleaner 1L,Lizol,Household,Floor Cleaner,HamroBazar,1087.51,NPR
P33757,Flash Floor Cleaner 1L,Flash,Household,Floor Cleaner,SastoDeal,561.52,NPR
P33758,Flash Floor Cleaner 1L,Flash,Household,Floor Cleaner,Daraz Nepal,1006.13,NPR
P33759,Flash Floor Cleaner 1L,Flash,Household,Floor Cleaner,Amazon,1032.3,NPR
P33760,Flash Floor Cleaner 1L,Flash,Household,Floor Cleaner,HamroBazar,1091.57,NPR
P33761,Pril Dishwash 750ml,Pril,Household,Dishwash,SastoDeal,625.43,NPR
P33762,Pril Dishwash 750ml,Pril,Household,Dishwash,Daraz Nepal,806.36,NPR
P33763,Pril Dishwash 750ml,Pril,Household,Dishwash,Amazon,639.02,NPR
P33764,Pril Dishwash 750ml,Pril,Household,Dishwash,HamroBazar,735.36,NPR
P33765,Surf Excel Liquid 1L,Surf Excel,Household,Detergent,SastoDeal,968.69,NPR
P33766,Surf Excel Liquid 1L,Surf Excel,Household,Detergent,Daraz Nepal,1407.66,NPR
P33767,Surf Excel Liquid 1L,Surf Excel,Household,Detergent,Amazon,1334.34,NPR
P33768,Surf Excel Liquid 1L,Surf Excel,Household,Detergent,HamroBazar,862.3,NPR
P33769,Ariel Liquid Detergent 1L,Ariel,Household,Detergent,SastoDeal,1019.73,NPR
P33770,Ariel Liquid Detergent 1L,Ariel,Household,Detergent,Daraz Nepal,912.51,NPR
P33771,Ariel Liquid Detergent 1L,Ariel,Household,Detergent,Amazon,1559.3,NPR
P33772,Ariel Liquid Detergent 1L,Ariel,Household,Detergent,HamroBazar,794.76,NPR
P33773,Dettol Handwash 250ml,Dettol,Household,Handwash,SastoDeal,354.88,NPR
P33774,Dettol Handwash 250ml,Dettol,Household,Handwash,Daraz Nepal,436.11,NPR
P33775,Dettol Handwash 250ml,Dettol,Household,Handwash,Amazon,475.67,NPR
P33776,Dettol Handwash 250ml,Dettol,Household,Handwash,HamroBazar,284.06,NPR
P33777,Lifebuoy Handwash 250ml,Lifebuoy,Household,Handwash,SastoDeal,382.39,NPR
P33778,Lifebuoy Handwash 250ml,Lifebuoy,Household,Handwash,Daraz Nepal,338.45,NPR
P33779,Lifebuoy Handwash 250ml,Lifebuoy,Household,Handwash,Amazon,220.26,NPR
P33780,Lifebuoy Handwash 250ml,Lifebuoy,Household,Handwash,HamroBazar,393.45,NPR
P33781,Safeguard Handwash 250ml,Safeguard,Household,Handwash,SastoDeal,312.1,NPR
P33782,Safeguard Handwash 250ml,Safeguard,Household,Handwash,Daraz Nepal,427.65,NPR
P33783,Safeguard Handwash 250ml,Safeguard,Household,Handwash,Amazon,323.0,NPR
P33784,Safeguard Handwash 250ml,Safeguard,Household,Handwash,HamroBazar,315.5,NPR
P33785,Ariel Detergent Powder 1.8kg,Ariel,Household,Detergent,SastoDeal,1427.98,NPR
P33786,Ariel Detergent Powder 1.8kg,Ariel,Household,Detergent,Daraz Nepal,766.37,NPR
P33787,Ariel Detergent Powder 1.8kg,Ariel,Household,Detergent,Amazon,897.15,NPR
P33788,Ariel Detergent Powder 1.8kg,Ariel,Household,Detergent,HamroBazar,957.86,NPR
P33789,Ariel Detergent Powder 1kg,Ariel,Household,Detergent,SastoDeal,494.17,NPR
P33790,Ariel Detergent Powder 1kg,Ariel,Household,Detergent,Daraz Nepal,733.76,NPR
P33791,Ariel Detergent Powder 1kg,Ariel,Household,Detergent,Amazon,655.11,NPR
P33792,Ariel Detergent Powder 1kg,Ariel,Household,Detergent,HamroBazar,618.59,NPR
P33793,Surf Excel Detergent 1.5kg,Surf Excel,Household,Detergent,SastoDeal,1219.71,NPR
P33794,Surf Excel Detergent 1.5kg,Surf Excel,Household,Detergent,Daraz Nepal,1603.46,NPR
P33795,Surf Excel Detergent 1.5kg,Surf Excel,Household,Detergent,Amazon,899.41,NPR
P33796,Surf Excel Detergent 1.5kg,Surf Excel,Household,Detergent,HamroBazar,1588.35,NPR
P33797,Breeze Detergent 1.8kg,Breeze,Household,Detergent,SastoDeal,1079.52,NPR
P33798,Breeze Detergent 1.8kg,Breeze,Household,Detergent,Daraz Nepal,644.71,NPR
P33799,Breeze Detergent 1.8kg,Breeze,Household,Detergent,Amazon,1316.85,NPR
P33800,Breeze Detergent 1.8kg,Breeze,Household,Detergent,HamroBazar,697.6,NPR
P33801,Dynamo Detergent 1.8kg,Dynamo,Household,Detergent,SastoDeal,1082.56,NPR
P33802,Dynamo Detergent 1.8kg,Dynamo,Household,Detergent,Daraz Nepal,757.49,NPR
P33803,Dynamo Detergent 1.8kg,Dynamo,Household,Detergent,Amazon,1429.11,NPR
P33804,Dynamo Detergent 1.8kg,Dynamo,Household,Detergent,HamroBazar,1607.6,NPR
P33805,Tide Detergent 1kg,Tide,Household,Detergent,SastoDeal,817.16,NPR
P33806,Tide Detergent 1kg,Tide,Household,Detergent,Daraz Nepal,1077.12,NPR
P33807,Tide Detergent 1kg,Tide,Household,Detergent,Amazon,866.65,NPR
P33808,Tide Detergent 1kg,Tide,Household,Detergent,HamroBazar,1010.54,NPR
P33809,Rin Detergent 1kg,Rin,Household,Detergent,SastoDeal,855.14,NPR
P33810,Rin Detergent 1kg,Rin,Household,Detergent,Daraz Nepal,353.74,NPR
P33811,Rin Detergent 1kg,Rin,Household,Detergent,Amazon,519.53,NPR
P33812,Rin Detergent 1kg,Rin,Household,Detergent,HamroBazar,526.54,NPR
P33813,Downy Fabric Softener 1.5L,Downy,Household,Fabric Softener,SastoDeal,1021.26,NPR
P33814,Downy Fabric Softener 1.5L,Downy,Household,Fabric Softener,Daraz Nepal,1340.97,NPR
P33815,Downy Fabric Softener 1.5L,Downy,Household,Fabric Softener,Amazon,1235.99,NPR
P33816,Downy Fabric Softener 1.5L,Downy,Household,Fabric Softener,HamroBazar,956.11,NPR
P33817,Comfort Fabric Softener 1.4L,Comfort,Household,Fabric Softener,SastoDeal,702.41,NPR
P33818,Comfort Fabric Softener 1.4L,Comfort,Household,Fabric Softener,Daraz Nepal,532.28,NPR
P33819,Comfort Fabric Softener 1.4L,Comfort,Household,Fabric Softener,Amazon,653.47,NPR
P33820,Comfort Fabric Softener 1.4L,Comfort,Household,Fabric Softener,HamroBazar,999.54,NPR
P33821,Softlan Fabric Softener 1.5L,Softlan,Household,Fabric Softener,SastoDeal,724.15,NPR
P33822,Softlan Fabric Softener 1.5L,Softlan,Household,Fabric Softener,Daraz Nepal,862.5,NPR
P33823,Softlan Fabric Softener 1.5L,Softlan,Household,Fabric Softener,Amazon,1105.19,NPR
P33824,Softlan Fabric Softener 1.5L,Softlan,Household,Fabric Softener,HamroBazar,1207.12,NPR
P33825,Vim Dishwash Bar 200g,Vim,Household,Dishwash,SastoDeal,134.44,NPR
P33826,Vim Dishwash Bar 200g,Vim,Household,Dishwash,Daraz Nepal,241.43,NPR
P33827,Vim Dishwash Bar 200g,Vim,Household,Dishwash,Amazon,146.68,NPR
P33828,Vim Dishwash Bar 200g,Vim,Household,Dishwash,HamroBazar,211.16,NPR
P33829,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,SastoDeal,562.17,NPR
P33830,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,Daraz Nepal,470.54,NPR
P33831,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,Amazon,700.67,NPR
P33832,Sunlight Dishwash 900ml,Sunlight,Household,Dishwash,HamroBazar,517.37,NPR
P33833,Fairy Dishwash 500ml,Fairy,Household,Dishwash,SastoDeal,555.69,NPR
P33834,Fairy Dishwash 500ml,Fairy,Household,Dishwash,Daraz Nepal,998.56,NPR
P33835,Fairy Dishwash 500ml,Fairy,Household,Dishwash,Amazon,520.6,NPR
P33836,Fairy Dishwash 500ml,Fairy,Household,Dishwash,HamroBazar,741.76,NPR
P33837,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,SastoDeal,562.25,NPR
P33838,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,Daraz Nepal,680.74,NPR
P33839,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,Amazon,666.03,NPR
P33840,Mama Lemon Dishwash 800ml,Mama Lemon,Household,Dishwash,HamroBazar,473.38,NPR
P33841,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,SastoDeal,603.46,NPR
P33842,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,Daraz Nepal,1005.32,NPR
P33843,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,Amazon,701.35,NPR
P33844,Harpic Toilet Cleaner 1L,Harpic,Household,Toilet Cleaner,HamroBazar,566.59,NPR
P33845,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,SastoDeal,663.05,NPR
P33846,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,Daraz Nepal,522.79,NPR
P33847,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,Amazon,637.69,NPR
P33848,Domex Toilet Cleaner 750ml,Domex,Household,Toilet Cleaner,HamroBazar,660.52,NPR
P33849,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,SastoDeal,941.67,NPR
P33850,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,Daraz Nepal,824.62,NPR
P33851,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,Amazon,936.47,NPR
P33852,Dettol Floor Cleaner 900ml,Dettol,Household,Floor Cleaner,HamroBazar,1117.45,NPR
P33853,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,SastoDeal,1027.32,NPR
P33854,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,Daraz Nepal,826.31,NPR
P33855,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,Amazon,1034.71,NPR
P33856,Mr Muscle Floor Cleaner 1L,Mr Muscle,Household,Floor Cleaner,HamroBazar,1168.01,NPR
P33857,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,SastoDeal,634.04,NPR
P33858,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,Daraz Nepal,741.26,NPR
P33859,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,Amazon,622.82,NPR
P33860,Dettol Antiseptic 500ml,Dettol,Household,Antiseptic,HamroBazar,872.27,NPR
P33861,Clorox Bleach 1L,Clorox,Household,Bleach,SastoDeal,333.89,NPR
P33862,Clorox Bleach 1L,Clorox,Household,Bleach,Daraz Nepal,578.78,NPR
P33863,Clorox Bleach 1L,Clorox,Household,Bleach,Amazon,411.71,NPR
P33864,Clorox Bleach 1L,Clorox,Household,Bleach,HamroBazar,413.5,NPR
P33865,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,SastoDeal,1272.0,NPR
P33866,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,Daraz Nepal,1602.44,NPR
P33867,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,Amazon,885.1,NPR
P33868,Febreze Air Freshener 300ml,Febreze,Household,Air Freshener,HamroBazar,1353.33,NPR
P33869,Glade Air Freshener 300ml,Glade,Household,Air Freshener,SastoDeal,1057.19,NPR
P33870,Glade Air Freshener 300ml,Glade,Household,Air Freshener,Daraz Nepal,1071.3,NPR
P33871,Glade Air Freshener 300ml,Glade,Household,Air Freshener,Amazon,682.49,NPR
P33872,Glade Air Freshener 300ml,Glade,Household,Air Freshener,HamroBazar,1179.96,NPR
P33873,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,SastoDeal,1464.23,NPR
P33874,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,Daraz Nepal,741.31,NPR
P33875,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,Amazon,955.74,NPR
P33876,Air Wick Air Freshener 300ml,Air Wick,Household,Air Freshener,HamroBazar,703.69,NPR
P33877,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,SastoDeal,250.45,NPR
P33878,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,Daraz Nepal,464.45,NPR
P33879,Scotch Brite Sponge 3 pack,Scotch Brite,Household,Cleaning Tool,Amazon,281.8,NPR
